|WEEK|PLN|PLN_LABEL|PRODUCT_CATEGORY|PRODUCT_CATEGORY_LABEL|OPSTUDY|OPSTUDY_LABEL|ACTUAL|BU|SEG|PROMO
15342102|1170507|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|C4|N
15478382|1170514|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|4.0|Consumables|C4|N
15613634|1170521|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|17.0|Consumables|C4|N
15850475|1170528|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|22.0|Consumables|C4|N
15881109|1170604|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|27.0|Consumables|C4|N
16021841|1170611|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|-1.0|Consumables|B|N
16021842|1170611|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|17.0|Consumables|C4|N
16250060|1170618|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|B|N
16250061|1170618|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|23.0|Consumables|C4|N
16385634|1170625|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|B|N
16385635|1170625|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|23.0|Consumables|C4|N
16431657|1170702|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|21.0|Consumables|C4|N
16654826|1170709|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|26.0|Consumables|C4|N
16791368|1170709|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|26.0|Consumables|C4|N
16945188|1170716|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|1.0|Consumables|NoSegment-C|N
16945189|1170716|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|28.0|Consumables|C4|N
17065630|1170723|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|B|N
17065631|1170723|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|17.0|Consumables|C4|N
17112447|1170730|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|B|N
17112448|1170730|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|20.0|Consumables|C4|N
17368198|1170806|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|B|N
17368199|1170806|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|25.0|Consumables|C4|N
17514140|1170813|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|1.0|Consumables|B|N
17514141|1170813|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
17514142|1170813|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|28.0|Consumables|C4|N
17642144|1170820|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|0.0|Consumables|B|N
17642145|1170820|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|3.0|Consumables|NoSegment-C|N
17642146|1170820|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|40.0|Consumables|C4|N
17692300|1170827|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|3.0|Consumables|NoSegment-C|N
17692301|1170827|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|37.0|Consumables|C4|N
17829344|1170903|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|1.0|Consumables|NoSegment-C|N
17829345|1170903|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|183.0|Consumables|C4|N
18078116|1170910|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|5.0|Consumables|NoSegment-C|N
18078117|1170910|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|13.0|Consumables|C4|N
18109968|1170917|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|1.0|Consumables|NoSegment-C|N
18109969|1170917|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|22.0|Consumables|C4|N
18246031|1170924|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
18246032|1170924|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|34.0|Consumables|C4|N
18477211|1171001|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|5.0|Consumables|NoSegment-C|N
18477212|1171001|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|23.0|Consumables|C4|N
18597007|1171008|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
18597008|1171008|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|21.0|Consumables|C4|N
18750142|1171015|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
18750143|1171015|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|27.0|Consumables|C4|N
18870127|1171022|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
18870128|1171022|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|27.0|Consumables|C4|N
19006124|1171029|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|2.0|Consumables|NoSegment-C|N
19006125|1171029|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|29.0|Consumables|C4|N
19142797|1171105|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|36.0|Consumables|C4|N
19279309|1171112|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|3.0|Consumables|NoSegment-C|N
19279310|1171112|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|33.0|Consumables|C4|N
19416056|1171119|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|1.0|Consumables|NoSegment-C|N
19416057|1171119|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|175-112|BAKING|175|BAKING|37.0|Consumables|C4|N
